,Review,Ratings
7288,Worth every penny good shuttle....worth the moneyREAD MORE,4
7290,Great product Worst qualityREAD MORE,1
7291,Very Good Love Flipkart for wonderful offer and the delivery was great without damaging the delicate itemREAD MORE,4
7292,Simply awesome It's goodREAD MORE,4
7293,Excellent good productREAD MORE,5
7294,Good quality product Good quality...READ MORE,4
7295,Horrible Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanksREAD MORE,5
7296,Highly recommended hoodREAD MORE,4
7297,Best in the market! good product superbREAD MORE,5
7298,Original good product and timly deliverREAD MORE,5
7299,Perfect product! super fast delivery by Flipkart. simply awesomeREAD MORE,5
7301,Nice product good  productREAD MORE,4
7304,"Good quality product quick delivery, and quality is goodREAD MORE",4
7305,Really Nice Not nice brake very fastREAD MORE,1
7306,Pretty good very goodREAD MORE,5
7308,Good quality product Nice product.READ MORE,5
7310,Classy product awesomeREAD MORE,5
7311,Simply awesome Good ..Lasts couple of matchesREAD MORE,4
7312,Mind-blowing purchase Nice product in best priceREAD MORE,5
7313,"Good choice no comments, now a days shuttle quality is less only they doing it for business purposesREAD MORE",4
7314,Does the job good but price increasedREAD MORE,4
7315,Pretty good Useful Product...  Worth for MoneyREAD MORE,4
7316,Delightful Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.READ MORE,4
7317,Horrible NiceREAD MORE,4
7319,Just wow! awesome product with discountREAD MORE,4
7320,Does the job Shuttles are fine like normal ones and delivered on timeREAD MORE,5
7321,Awesome amazing cashback from phonepe.READ MORE,5
7322,Worst experience ever! best qualityREAD MORE,5
7323,Nice I ordered it for 709 and next day it was available for 669.READ MORE,4
7324,"Terrific purchase Having 6 shuttles in the box,but all are not having the same quality what i felt when i am using it.READ MORE",3
7325,Decent product Nice prodectREAD MORE,4
7326,Brilliant Very good on dry weatherREAD MORE,4
7327,Pretty good This product is pirated and now a days we are getting lot of pirated products from Flipkart so be aware of this...READ MORE,1
7328,Perfect product! awesome Flipkart gives always value money it is oneREAD MORE,5
7329,Good choice Best productREAD MORE,5
7330,Super! Good not betterREAD MORE,3
7331,Very poor Nice 1READ MORE,5
7332,Good choice these are not  slow shuttles. It is medium or fast. slow and medium shuttles are mixed. Very Bad.READ MORE,1
7333,Classy product sublimate itemsREAD MORE,3
7334,Worthless awesomeREAD MORE,5
7336,Very poor nice dealREAD MORE,5
7337,Decent product Good product..  Nice quality....READ MORE,3
7338,Wonderful NicREAD MORE,5
7339,Very Good Good product thanksREAD MORE,4
7341,Just wow! UselessREAD MORE,1
7342,Awesome It's goodREAD MORE,4
7343,Terrific purchase best productREAD MORE,5
7344,"Just wow! Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.READ MORE",1
7345,"Classy product very bad,don't buy....READ MORE",1
7346,Nice product Quality is not goodREAD MORE,1
7347,Good quality product Once qualityREAD MORE,3
7348,Perfect product! Good one .but not the same weight ..from the one we get from shop..but lasts.moreREAD MORE,4
7349,Slightly disappointed Good very lastingREAD MORE,4
7350,Pretty good Good product. Long lasting.READ MORE,5
7351,Does the job supper productREAD MORE,5
7352,Not good awesome productREAD MORE,5
7355,Value-for-money The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common todayREAD MORE,5
7356,Must buy! Gd product...READ MORE,4
7357,Excellent nice productREAD MORE,4
7359,Worth every penny Poor quality shuttle breaks in single dayREAD MORE,2
7360,Best in class goodREAD MORE,4
7361,Excellent good  qualityREAD MORE,3
7362,Simply awesome and too good compared to price it's not good qualityREAD MORE,2
7363,Perfect product! Nice product and speed delivered....READ MORE,5
7364,Hated it! goodREAD MORE,5
7365,Yones mavis 350 NiceREAD MORE,4
7366,Worthless Nice one!!!READ MORE,5
7367,Great product good excellent performance.READ MORE,5
7368,Nice product Awesome productREAD MORE,5
7369,Not good It's goodREAD MORE,5
7370,Good choice Best shuttle for intermediate level..READ MORE,5
7372,Useless product Superb product in this price. Really all shuttles are good . Too good in this price.READ MORE,5
7373,Nice product Great product with very good priceREAD MORE,5
7374,Worth the money Very poorREAD MORE,1
7375,Expected a better product Good product...lasts two days of powerful gamesREAD MORE,5
7376,Unsatisfactory Good quality but high rateREAD MORE,1
7377,Good Great value for money deal...on time delivery and cheapest in the marketREAD MORE,5
7379,Terrific Good productREAD MORE,2
7380,Great product fineREAD MORE,4
7381,"Awesome Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.READ MORE",5
7382,Classy product Looks not genuineREAD MORE,1
7383,Highly recommended Good one👌READ MORE,4
7385,Very Good The head of the shuttle usually break after a few matches.READ MORE,2
7386,Not recommended at all Worst shuttle by flipkart servicesREAD MORE,1
7387,Just wow! EverythingREAD MORE,5
7389,Best in the market! thanksREAD MORE,5
7390,"Value-for-money Amazingly quick delivery, didn't even take 12 hoursREAD MORE",5
7391,Excellent Good quality shuttle with a long lasting quality.READ MORE,5
7392,Excellent Excellent condition and productREAD MORE,5
7393,Good quality product Original shuttles.READ MORE,5
7394,Lasting excellent shuttle.READ MORE,5
7395,Best in the market! Superb for regular practice. Good accuracy and appropriate weight.READ MORE,4
7396,Good Quality not acceptableREAD MORE,1
7397,Highly recommended Super productREAD MORE,5
7398,Perfect product! Excellent productREAD MORE,5
7399,Good choice In nylon shuttle s 350 or 300 are ok bestREAD MORE,5
7400,Best in the market! very good qualityREAD MORE,4
7401,Must buy! This is durable shettleREAD MORE,5
7402,Nice product SuperREAD MORE,5
7403,"Really Nice The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for itREAD MORE",4
7404,Decent product Good one and lastingREAD MORE,5
7405,Highly recommended very nice product marvis 350.READ MORE,5
7406,Wonderful DurableREAD MORE,5
7407,Wonderful it's awesomeREAD MORE,5
7409,Very Good Gud product.. Thank you flipkart.. 👍READ MORE,4
7410,Great product I use it everyday for 1 hour and it last for 1 weekREAD MORE,5
7411,Fair NYC productREAD MORE,5
7412,Best in the market! good prdtREAD MORE,4
7413,Worth the money Wrost itemREAD MORE,4
7414,Just okay It is a okay product. The cork at the bottom wears out soon and the top part gets torn too soon. Have doubts whether it is originalREAD MORE,3
7415,Unsatisfactory 100 percent original shuttles from flipkart at very good price.READ MORE,5
7416,Really Nice FentasticREAD MORE,5
7417,Just wow! UltimateREAD MORE,5
7418,Worth every penny FantasticREAD MORE,4
7419,Best in the market! Good qualityREAD MORE,4
7420,Good choice Good one and original.READ MORE,5
7421,Very Good Not good for good playersREAD MORE,1
7422,Decent product Good  quality .READ MORE,5
7423,Terrific purchase Shuttle is good overall.READ MORE,4
7424,Just wow! Hmmm.. GoodREAD MORE,5
7425,Nice Not goodREAD MORE,1
7426,Highly recommended Great product... I'm extremely happy with the product... A great buy indeed...READ MORE,4
7428,"Perfect product! One of the best shuttle for intermediate players, slow and steady.READ MORE",5
7429,Classy product I have bought it twice and it is really cool. Worth buying online. Especially when there is offerREAD MORE,5
7430,Nice product Average quality of shuttlesREAD MORE,4
7431,Bad quality FineREAD MORE,4
7432,Just wow! Product not delivered ontimeREAD MORE,3
7433,Value-for-money i am happyREAD MORE,5
7435,Yonex Flipkart service is good but the product quality is not good it is damaging at the bottomREAD MORE,3
7437,Wonderful It's very goodREAD MORE,5
7438,Pretty good Gud productFast deliveryBest price 710READ MORE,5
7440,Horrible Good buy!!READ MORE,4
7441,Perfect product! I am all ways buying this shuttle from this seller only and I am all ways getting  good product but this time I got two defective shuttle in  which base was cracked and delivery time was also very much it had take near by one week(8days) to deliver .READ MORE,2
7442,Excellent Mavis 350 best for out door playIt is durable can play 40 gamesREAD MORE,5
7444,Simply awesome its coolREAD MORE,4
7446,Delightful Good shuttleREAD MORE,5
7448,Worthless These are bestREAD MORE,4
7449,Worth every penny this is nonsense product . He cheated meREAD MORE,1
7450,Really Nice very fastREAD MORE,1
7451,Classy product Nice productREAD MORE,5
7453,Worth the money Not of good quality..READ MORE,2
7454,Super! Economic sir please very good very economic everybody go for it niceREAD MORE,5
7457,Awesome Good one to buyREAD MORE,3
7458,Highly recommended BadREAD MORE,1
7460,Nice Nothing to comment on product. But the package was not that greatREAD MORE,5
7462,Very Good Awesome item for this price. We play on hard surface in our housing society.... We hit a lot of smashes.... We can play with 1 shuttlecock for 4 days maximum.READ MORE,5
7463,Not recommended at all a good onewe played continuously 15 daysvalue of moneysatisfied with this productREAD MORE,4
7464,Best in the market! Suppar prodectREAD MORE,5
7466,"Terrific This one was not seems to be original, flight and speed variation was there compared to the original .READ MORE",5
7467,Brilliant Good quality.... Good flight... Last for 4or 5 games with same flight and speed..READ MORE,5
7468,Terrific SuperrREAD MORE,5
7470,Really Nice Good quality but  the shuttlecock got destroyed in an weekREAD MORE,3
7471,Just wow! Nice qualityREAD MORE,5
7473,Terrific It sucks I've got 6/6 shuttles Worthless piece of junkREAD MORE,1
7474,Wonderful Its very niceI book anythingREAD MORE,5
7475,"Pretty good It a nice one  No wastage of money , right utilization of moneyREAD MORE",5
7476,Great product ExcellentREAD MORE,5
7477,Nice product The packing is very good and the rate is moderateREAD MORE,5
7479,Wonderful Original.READ MORE,5
7480,Delightful Ya goodREAD MORE,4
7481,Perfect product! Gud qualityREAD MORE,5
7482,Best Buy Good to playREAD MORE,4
7483,Mind-blowing purchase Original product I recommend.READ MORE,5
7484,Awesome Some betterREAD MORE,4
7485,"Really Nice Good, original productREAD MORE",4
7487,Terrific Good productREAD MORE,4
7489,Just wow! Supper duperREAD MORE,5
7490,Fair Seem to genuine ones..READ MORE,4
7491,Not good Good product and serviceREAD MORE,5
7492,Great product Best Deal on proven product.READ MORE,5
7493,Did not meet expectations Thanks to flip cart for before expected deliveryREAD MORE,5
7494,Classy product Best one... worthy for moneyREAD MORE,5
7495,Great product Good but in the add  you have given mavis 350 1/2 Doz +3. Where is+3?READ MORE,4
7496,Excellent Best product.....no need to confuse....just buy it....READ MORE,4
7497,Best in the market! Fast deliveryOriginal productReasonable priceREAD MORE,5
7498,"Terrific purchase he say first 620 , and amount take 700READ MORE",4
7500,Very nice shuttle GoodREAD MORE,3
7501,Very Good Good produtREAD MORE,2
7502,Great product Its good in flipkart as its easy to order any thing.READ MORE,5
7503,"Mind-blowing purchase Worst product, wrong item sendREAD MORE",1
7504,Great product It was delivered before time thanksREAD MORE,5
7505,Nic Good quality productsREAD MORE,5
7506,Highly recommended Nice product ....I am really happy thanku FlipkartREAD MORE,5
7508,Mind-blowing purchase Not looking genuineREAD MORE,5
7511,Worth the money Best quality for tis rateREAD MORE,4
7512,Worth the money Best quality 👍👍READ MORE,5
7514,Good choice We play badminton on tar road. This shuttle is very durable and lasts a week on the road. Previously we used to use mavi2000i that used to spoil in 2 days.READ MORE,5
7515,Value-for-money SuperbREAD MORE,5
7516,Awesome Good shuttles and affordable priceREAD MORE,5
7517,Original Super quality good productREAD MORE,5
7518,Excellent Great quality!!READ MORE,5
7519,Wonderful One of the best shuttlecock ever usedMust buy for everyoneREAD MORE,5
7520,Terrific It's great experience to buying yonex 350 from flipkart .flipkart five awesome offersREAD MORE,5
7522,Worst experience ever! Good productREAD MORE,4
7523,"Does the job Good product ,I think it's original brandREAD MORE",5
7524,Fabulous! Product is good but price lil high. Waiting for sale season.READ MORE,5
7525,Perfect product! Nice shuttle. Thanks Flipkart for good packing and timely delivery.READ MORE,4
